,Unnamed: 0,titre,type,reference,departement,date,lien,departement nb,Categorie
693,693,Maitre Nageur Sauveteur - COM. COM. PAYS DE RIBEAUVILLÉ,Fonction publique Territoriale,O068231201296023,Haut Rhin (68),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/maitre-nageur-sauveteur---com-com-pays-de-ribeauvill-reference-O068231201296023/,68.0,C
694,694,Agent d'animation périscolaire et extrascolaire - CIAS AVENIR,Fonction publique Territoriale,O052231201296366,Haute-Marne (52),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-animation-periscolaire-et-extrascolaire---cias-avenir-reference-O052231201296366/,52.0,C
695,695,Agent de restauration scolaire  et d'entretien - CIAS AVENIR,Fonction publique Territoriale,O052231201296569,Haute-Marne (52),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-restauration-scolaire--et-d-entretien---cias-avenir-reference-O052231201296569/,52.0,C
696,696,Agent postal communal - Mairie de FONTAINE LES GRES,Fonction publique Territoriale,O010231201296474,Aube (10),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-postal-communal---mairie-de-fontaine-les-gres-reference-O010231201296474/,10.0,C
697,697,AGENT DE SECRETARIAT,Fonction publique de l'État,DEF_30-00031415,Moselle (57),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-secretariat-reference-DEF_30-00031415/,57.0,C
698,698,MECANICIEN CELLULE,Fonction publique de l'État,DEF_26-00031449,Moselle (57),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/mecanicien-cellule-reference-DEF_26-00031449/,57.0,C
699,699,Adjoint technique - S.I. GESTION  REGROUPEMENT PEDAGO. DE BIFFONTAINE LA CHAPELLE DVT BRUYERES,Fonction publique Territoriale,O088231201297284,Vosges (88),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-technique---si-gestion--regroupement-pedago-de-biffontaine-la-chapelle-dvt-bruyeres-reference-O088231201297284/,88.0,C
700,700,Adjoint Administratif Terriorial - DAMERY,Fonction publique Territoriale,O051231201297858,Marne (51),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-administratif-terriorial---damery-reference-O051231201297858/,51.0,C
701,701,Agent des interventions techniques polyvalent en milieu rural (h/f) - Mairie de TRANCAULT,Fonction publique Territoriale,O010231001237406,Aube (10),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---mairie-de-trancault-reference-O010231001237406/,10.0,C
702,702,ADJOINT ADMINISTRATIF - Synd. Regroup. Pédago. MACEY/ MONTGUEUX / GRANGE L EVEQUE,Fonction publique Territoriale,O010231001214884,Aube (10),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-administratif---synd-regroup-pedago-macey-montgueux--grange-l-eveque-reference-O010231001214884/,10.0,C
703,703,Agent des interventions techniques polyvalent en milieu rural (h/f) - LOISY,Fonction publique Territoriale,O054230701100269,Meurthe et Moselle (54),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---loisy-reference-O054230701100269/,54.0,C
704,704,Policier municipal (h/f) - MAIRIE DE GIVET,Fonction publique Territoriale,O008230300984038,Ardennes (08),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/policier-municipal-hf---mairie-de-givet-reference-O008230300984038/,8.0,C
705,705,Assistant Administratif H/F - REGION GRAND EST,Fonction publique Territoriale,O067230200947836,Moselle (57),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-administratif-hf---region-grand-est-reference-O067230200947836/,57.0,C
706,706,Chargé de l'entretien des espaces naturels et ouvrages génie civil (h/f) - EPTB Seine grands lacs,Fonction publique Territoriale,O075231201296207,Aube (10),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-l-entretien-des-espaces-naturels-et-ouvrages-genie-civil-hf---eptb-seine-grands-lacs-reference-O075231201296207/,10.0,C
707,707,ATSEM (h/f) - Communauté de communes du Grand Langres,Fonction publique Territoriale,O052231201295765,Haute-Marne (52),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/atsem-hf---communaute-de-communes-du-grand-langres-reference-O052231201295765/,52.0,C
708,708,Secrétaire de mairie (h/f) - VALMY,Fonction publique Territoriale,O051231201292407,Marne (51),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-de-mairie-hf---valmy-reference-O051231201292407/,51.0,C
709,709,AGENT CONTROLEUR DE PRESTATIONS DE SERVICES,Fonction publique de l'État,DEF_21-00031551,Haute-Marne (52),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-controleur-de-prestations-de-services-reference-DEF_21-00031551/,52.0,C
710,710,Ouvrier intercommunal - COMMUNE DE SAINT-ULRICH,Fonction publique Territoriale,O068231201293662,Haut Rhin (68),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/ouvrier-intercommunal---commune-de-saint-ulrich-reference-O068231201293662/,68.0,C
711,711,Gestionnaire démarches et vie quotidienne F/H - MAIRIE DE SELESTAT,Fonction publique Territoriale,O067231201294385,Bas Rhin (67),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-demarches-et-vie-quotidienne-fh---mairie-de-selestat-reference-O067231201294385/,67.0,C
712,712,Assistant.e. comptable et budgétaire - LUDRES,Fonction publique Territoriale,O054231201294952,Meurthe et Moselle (54),2023-12-18,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-comptable-et-budgetaire---ludres-reference-O054231201294952/,54.0,C
713,713,ANIMATEUR(TRICE) en ehpad H/F,Fonction publique Hospitalière,2023-1363963,Marne (51),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/animateurtrice-en-ehpad-hf-reference-2023-1363963/,51.0,C
714,714,Gestionnaire ressources humaines H/F,Fonction publique de l'État,2023-1265361,Marne (51),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-ressources-humaines-hf-reference-2023-1265361/,51.0,C
715,715,Magasinier (H/F) aux Dispositifs Médicaux Stériles,Fonction publique Hospitalière,2023-1424824,Marne (51),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/magasinier-hf-aux-dispositifs-medicaux-steriles-reference-2023-1424824/,51.0,C
716,716,Adjoint technique - SIVOM DES BALCONS DES SOURCES,Fonction publique Territoriale,O008231201291174,Ardennes (08),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-technique---sivom-des-balcons-des-sources-reference-O008231201291174/,8.0,C
717,717,Agent d'exploitation des réseaux d'eau (H/F) - CTE COM.  MOSELLE ET MADON,Fonction publique Territoriale,O054231201293276,Meurthe et Moselle (54),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-exploitation-des-reseaux-d-eau-hf---cte-com--moselle-et-madon-reference-O054231201293276/,54.0,C
718,718,Responsable des services techniques (h/f) - FRONCLES,Fonction publique Territoriale,O052231201292745,Haute-Marne (52),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-des-services-techniques-hf---froncles-reference-O052231201292745/,52.0,C
719,719,Responsable du service Accueil-Population-Elections - MAIRIE DE MUTZIG,Fonction publique Territoriale,O067231201293672,Bas Rhin (67),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-du-service-accueil-population-elections---mairie-de-mutzig-reference-O067231201293672/,67.0,C
720,720,Secrétaire de mairie (h/f) - ORTONCOURT,Fonction publique Territoriale,O088231201293942,Vosges (88),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-de-mairie-hf---ortoncourt-reference-O088231201293942/,88.0,C
721,721,Chargé de propreté des locaux - Mairie de YEVRES LE PETIT,Fonction publique Territoriale,O010231101259590,Aube (10),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-proprete-des-locaux---mairie-de-yevres-le-petit-reference-O010231101259590/,10.0,C
722,722,DER - 1910 - un réceptionnaire atelier mécanique - CONSEIL DEPARTEMENTAL DES ARDENNES,Fonction publique Territoriale,O008231201292939,Ardennes (08),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/der---1910---un-receptionnaire-atelier-mecanique---conseil-departemental-des-ardennes-reference-O008231201292939/,8.0,C
723,723,ASSISTANT(E) DE DIRECTION (F/H) - Métropole du Grand Nancy,Fonction publique Territoriale,O054231201294043,Meurthe et Moselle (54),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-de-direction-fh---metropole-du-grand-nancy-reference-O054231201294043/,54.0,C
724,724,SPLS - 82 - Technicien du spectacle polyvalent (base de loisirs du lac des Vieilles-Forges),Fonction publique Territoriale,O008231201292836,Ardennes (08),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/spls---82---technicien-du-spectacle-polyvalent-base-de-loisirs-du-lac-des-vieilles-forges--reference-O008231201292836/,8.0,C
725,725,DER - 902 - Agent d'exploitation des routes au centre 2x2 voies de Charleville-Mézières,Fonction publique Territoriale,O008231201292801,Ardennes (08),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/der---902---agent-d-exploitation-des-routes-au-centre-2x2-voies-de-charleville-mezieres-reference-O008231201292801/,8.0,C
726,726,Responsable de gestion comptable (h/f) - CCAS DE STE MENEHOULD,Fonction publique Territoriale,O051231201292094,Marne (51),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-de-gestion-comptable-hf---ccas-de-ste-menehould-reference-O051231201292094/,51.0,C
727,727,AGENT ADMINISTRATION,Fonction publique de l'État,DEF_21-00030937,Moselle (57),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-administration-reference-DEF_21-00030937/,57.0,C
728,728,Agent des Interventions Techniques Polyvalent VRD et Voiries - CTE COM DE LA REGION DE SUIPPES,Fonction publique Territoriale,O051231201293779,Marne (51),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-vrd-et-voiries---cte-com-de-la-region-de-suippes-reference-O051231201293779/,51.0,C
729,729,Agent des Interventions Techniques Polyvalent - CTE COM DE LA REGION DE SUIPPES,Fonction publique Territoriale,O051231201293679,Marne (51),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent---cte-com-de-la-region-de-suippes-reference-O051231201293679/,51.0,C
730,730,Agent des Interventions Technique Polyvalent Bâtiments - CTE COM DE LA REGION DE SUIPPES,Fonction publique Territoriale,O051231201293869,Marne (51),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/-agent-des-interventions-technique-polyvalent-batiments---cte-com-de-la-region-de-suippes-reference-O051231201293869/,51.0,C
731,731,Animateur enfance - jeunesse (h/f) - WISEMBACH,Fonction publique Territoriale,O088230901174659,Vosges (88),2023-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-enfance---jeunesse-hf---wisembach-reference-O088230901174659/,88.0,C
732,732,Assistant administratif / Assistant d'études à la CCOZ de la DZPAF EST (METZ),Fonction publique de l'État,MINT_BA057PNC-77747,Moselle (57),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-administratif--assistant-d-etudes-a-la-ccoz-de-la-dzpaf-est-metz-reference-MINT_BA057PNC-77747/,57.0,C
733,733,Gestionnaire Administratif et Financier Maison de la Région de Nancy H/F - REGION GRAND EST,Fonction publique Territoriale,O067231201292555,Meurthe et Moselle (54),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-administratif-et-financier-maison-de-la-region-de-nancy-hf---region-grand-est-reference-O067231201292555/,54.0,C
734,734,Gestionnaire Administratif et Financier Service transport Maison de la Région de Nancy H/F,Fonction publique Territoriale,O067231201292557,Meurthe et Moselle (54),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-administratif-et-financier-service-transport-maison-de-la-region-de-nancy-hf-reference-O067231201292557/,54.0,C
735,735,DIRECTEUR - TRICE  de PERISCOLAIRE - COM. COM. SUNDGAU,Fonction publique Territoriale,O068231201292287,Haut Rhin (68),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur---trice--de-periscolaire---com-com-sundgau-reference-O068231201292287/,68.0,C
736,736,Agent périscolaire polyvalent - CTE COM DE LA MOIVRE A LA COOLE,Fonction publique Territoriale,O051231201291316,Marne (51),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-periscolaire-polyvalent---cte-com-de-la-moivre-a-la-coole-reference-O051231201291316/,51.0,C
737,737,Assistant(e) de direction - MAIRIE DE BOUXWILLER,Fonction publique Territoriale,O067231201291014,Bas Rhin (67),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-de-direction---mairie-de-bouxwiller-reference-O067231201291014/,67.0,C
738,738,SEME - 769 - un agent d'entretien des locaux - CONSEIL DEPARTEMENTAL DES ARDENNES,Fonction publique Territoriale,O008231201291432,Ardennes (08),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/seme---769---un-agent-d-entretien-des-locaux---conseil-departemental-des-ardennes-reference-O008231201291432/,8.0,C
739,739,Secrétaire de mairie (h/f) - CHAMPIGNY,Fonction publique Territoriale,O051230901176435,Marne (51),2023-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-de-mairie-hf---champigny-reference-O051230901176435/,51.0,C
740,740,RGLOR 57 - Cuisinier,Fonction publique de l'État,MINT_BS057GNC-77679,Moselle (57),2023-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/rglor-57---cuisinier-reference-MINT_BS057GNC-77679/,57.0,C
741,741,Agent comptabilite finances,Fonction publique de l'État,DEF_23-00031427,Meurthe et Moselle (54),2023-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-comptabilite-finances-reference-DEF_23-00031427/,54.0,C
742,742,OUVRIER DE MAINTENANCE DES BATIMENTS / ELECTRICIEN (H/F) - TOUL,Fonction publique Territoriale,O054231001237553,Meurthe et Moselle (54),2023-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/ouvrier-de-maintenance-des-batiments--electricien-hf---toul-reference-O054231001237553/,54.0,C
743,743,Assistant(e) comptable - LEXY,Fonction publique Territoriale,O054231101257957,Meurthe et Moselle (54),2023-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-comptable---lexy-reference-O054231101257957/,54.0,C
744,744,Assistant ou assistante finances et rh - Syndicat mixte du Grand Toulois,Fonction publique Territoriale,O054230601056231,Meurthe et Moselle (54),2023-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-ou-assistante-finances-et-rh---syndicat-mixte-du-grand-toulois-reference-O054230601056231/,54.0,C
745,745,AGENT GESTION ADM REMUNERATION PERSONNEL MILITAIRE CONFIRME - Traitant cellule analyse,Fonction publique de l'État,DEF_04-00019121,Meurthe et Moselle (54),2023-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-gestion-adm-remuneration-personnel-militaire-confirme---traitant-cellule-analyse-reference-DEF_04-00019121/,54.0,C
746,746,Un.e Eco-Animateur.trice Prévention/Tri des Déchets,Fonction publique Territoriale,O051221000818674,Marne (51),2023-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/une-eco-animateurtrice-preventiontri-des-dechets-reference-O051221000818674/,51.0,C
747,747,Chargé(e) de la gestion des subventions aux collectivités DETR /DSIL,Fonction publique de l'État,MINT_BA088ATC-77654,Vosges (88),2023-12-12,https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-de-la-gestion-des-subventions-aux-collectivites-detr-dsil-reference-MINT_BA088ATC-77654/,88.0,C
748,748,Secrétaire Médicale à temps plein - Suppléance Pôle du Grand Nancy H/F,Fonction publique Hospitalière,2023-1421460,Meurthe et Moselle (54),2023-12-12,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-medicale-a-temps-plein---suppleance-pole-du-grand-nancy-hf-reference-2023-1421460/,54.0,C
749,749,Assistant administratif au Secrétariat Commun SZPAF / Pôles zonaux METZ,Fonction publique de l'État,MINT_BA057PNC-77634,Moselle (57),2023-12-12,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-administratif-au-secretariat-commun-szpaf--poles-zonaux-metz-reference-MINT_BA057PNC-77634/,57.0,C
750,750,DCRFPN EST - Gestionnaire logistique / hébergement polyvalent,Fonction publique de l'État,MINT_BS057PNC-77631,Moselle (57),2023-12-12,https://choisirleservicepublic.gouv.fr/offre-emploi/dcrfpn-est---gestionnaire-logistique--hebergement-polyvalent-reference-MINT_BS057PNC-77631/,57.0,C
751,751,"Agent d'accueil, courrier et standard",Fonction publique de l'État,2023-1421385,Bas Rhin (67),2023-12-12,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-accueil-courrier-et-standard-reference-2023-1421385/,67.0,C
752,752,Conducteur automobile (Chauffeur),Fonction publique de l'État,2023-1421361,Bas Rhin (67),2023-12-12,https://choisirleservicepublic.gouv.fr/offre-emploi/conducteur-automobile-chauffeur-reference-2023-1421361/,67.0,C
753,753,Agent de propreté urbaine - COMMUNE DE ENSISHEIM,Fonction publique Territoriale,O068231201287881,Haut Rhin (68),2023-12-12,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-proprete-urbaine---commune-de-ensisheim-reference-O068231201287881/,68.0,C
